status_id,user_id,created_at,clean_text,Polarity,sentiment,Date,Time
1.24417e+18,9.89137e+17,2020-03-29T07:52:10Z,recorded second death sunday patient treated hospital succumbed,-0.5994,Neg,2020-03-29,04:24:41
1.2442e+18,102036670.0,2020-03-29T10:04:52Z,wow leader coming victorious sir guys uch cmd ibadan tested positive amp made open please dont believe fg medical authority speaking may god grant wisdom lead,0.9517,Pos,2020-03-29,05:44:08
1.24417e+18,1100605460.0,2020-03-29T07:57:01Z,pm considers jigsaws essential cue rush jigsaw puzzles,0.0,Neu,2020-03-29,04:28:28
1.24421e+18,20396220.0,2020-03-29T10:11:47Z,looking eerily empty lockdown via,-0.2023,Neg,2020-03-29,05:49:32
1.24418e+18,1.00574e+18,2020-03-29T08:16:32Z,370 ship workers virushit italy repatriated,0.0,Neu,2020-03-29,04:44:02
1.24434e+18,4160549183.0,2020-03-29T18:57:13Z,darkly humorous see certain segment people turn insurance companies writing anyone dies preexisting conditions effort downplay severity crisis pretty revealing character,0.4215,Pos,2020-03-29,12:10:52
1.24438e+18,1.00693e+18,2020-03-29T21:32:06Z,sleeping today safe comfortable next 2 weeks 3hrs 30mins change location,0.7351,Pos,2020-03-29,14:19:28
1.24432e+18,718067431.0,2020-03-29T17:52:26Z,looking info manage work home deal social isolation new resource hub help check,0.0,Neu,2020-03-29,11:22:11
1.24436e+18,28333146.0,2020-03-29T20:05:47Z,two twats make good friends twat constantly begging money taxpayers amp incompetence puts social distancing gear twat high af rancid cheese burgers amp thinks shite 24x7,-0.891,Neg,2020-03-29,13:09:27
1.24429e+18,1.02108e+18,2020-03-29T15:52:43Z,abanye opple creative amp naughty trust president make solutions facing us black pple townships,0.7845,Pos,2020-03-29,09:38:00
1.2444e+18,9.38533e+17,2020-03-29T23:07:49Z,support sam signing must act deliver copy officials last delivered delegate fowler senator barker,0.4019,Pos,2020-03-29,15:35:18
1.24423e+18,460852237.0,2020-03-29T12:06:49Z,hello phones amp devices carry germs important clean disinfect gadgets often especially current outbreak protect protect community,0.8492,Pos,2020-03-29,07:07:45
1.24417e+18,467872213.0,2020-03-29T07:53:41Z,campaign show disgust government incompetence,-0.802,Neg,2020-03-29,04:26:00
1.2442e+18,21210501.0,2020-03-29T10:09:20Z,help slow spread identify risk cases sooner selfreporting symptoms daily even feel well download app,0.4019,Pos,2020-03-29,05:47:48
1.24415e+18,1650044437.0,2020-03-29T06:45:28Z,5 cases confirmed kashmir 2 srinagar 2 budgam 1 baramulla toll 38,0.0,Neu,2020-03-29,03:38:23
1.2444e+18,18967346.0,2020-03-29T22:49:20Z,praising expedient construction temporary hospital javits center trump quips good builder press conference thank god nothing nearby throw flatscreen,0.875,Pos,2020-03-29,15:20:01
1.24433e+18,1976346344.0,2020-03-29T18:33:18Z,need groceries,0.0,Neu,2020-03-29,11:53:34
1.24432e+18,525783599.0,2020-03-29T17:29:06Z,hearings held telecommunications defendants attorneys judges amp court staff exposed,-0.0772,Neg,2020-03-29,11:05:46
1.2441e+18,1.02166e+18,2020-03-29T02:53:04Z,really good video virus body 8 mins long backed scientific medical sources happens caught coronavirus via,0.5095,Pos,2020-03-29,01:30:37
1.24439e+18,242040582.0,2020-03-29T22:20:35Z,cronies individuals thursday discussed opening parts country easter tiered ranking system counties rudderless boat,0.0,Neu,2020-03-29,14:58:52
1.24409e+18,2189892361.0,2020-03-29T02:22:23Z,medicos trained manage situation,0.0,Neu,2020-03-29,01:16:07
1.24405e+18,16653237.0,2020-03-29T00:00:35Z,reckless ronnie ridiculous making donald trump boris johnsons reactions look proactive comparison desantis squandered good built leaves state vulnerable dangerous state,-0.5423,Neg,2020-03-29,00:00:11
1.24434e+18,25209036.0,2020-03-29T18:58:44Z,covidien acquired newport prevent building cheaper product would undermine covidien profits existing ventilator business,0.2023,Pos,2020-03-29,12:12:19
1.24425e+18,2908313571.0,2020-03-29T12:48:55Z,breaking death toll exceeded total deaths source outbreak could path,-0.5994,Neg,2020-03-29,07:30:13
1.24412e+18,88760341.0,2020-03-29T04:32:18Z,funerals fun rain practicing everyone spread far person ground,0.1779,Pos,2020-03-29,02:22:26
1.24428e+18,3382439079.0,2020-03-29T15:09:52Z,god frustrating boyfriend father major surgery breath afterwards doctor wanted put quarantine patients like gotta better new york,0.5574,Pos,2020-03-29,08:52:45
1.24424e+18,15537007.0,2020-03-29T12:34:01Z,susceptibility severe partly genes answering question could help identify risk guide search new treatments reporter explains,-0.25,Neg,2020-03-29,07:22:19
1.2443e+18,1.23846e+18,2020-03-29T16:46:36Z,look gleeful rubio,0.5994,Pos,2020-03-29,10:31:44
1.2443e+18,1588276453.0,2020-03-29T16:07:34Z,animals affected,-0.1531,Neg,2020-03-29,09:59:02
1.24436e+18,119374225.0,2020-03-29T20:27:42Z,use defense production act get produced mass quantity drug producers ramping needs done quicker,0.128,Pos,2020-03-29,13:29:04
1.24435e+18,1.06964e+18,2020-03-29T20:00:00Z,last week held telephone town hall dr thank nearly 1800 callers joined us missed call listen full town hall website please note info since changed,0.3818,Pos,2020-03-29,13:04:07
1.24407e+18,934154929.0,2020-03-29T00:58:09Z,great example shouldnt meanredundancy current criteria might live die predicated mainly ageawful dilemma drs also vsad amp loss wisdom anyway fragile human futures unimaginable,0.1531,Pos,2020-03-29,00:30:51
1.24436e+18,8.61381e+17,2020-03-29T20:24:54Z,december 09 1 6 people infected swine flu almost 17 population shut business usual currently 1 2304 americans infected facts undisputable,-0.8402,Neg,2020-03-29,13:26:22
1.24436e+18,46187825.0,2020-03-29T20:19:29Z,attention students heres update impact gi bill benefits contact va education call center questions 18884424451,0.3818,Pos,2020-03-29,13:21:06
1.24415e+18,44983352.0,2020-03-29T06:28:08Z,trump unfit stupid amp incompetent 2 handle key words exponential death stat,-0.886,Neg,2020-03-29,03:27:06
1.24438e+18,240879503.0,2020-03-29T21:48:54Z,india uk australia message socially distance hospitals able cope ignore advice,-0.3612,Neg,2020-03-29,14:30:22
1.24415e+18,7.10867e+17,2020-03-29T06:15:18Z,coming previous like r big fan always said country living happened r stop remember cant happy unhappy,0.2344,Pos,2020-03-29,03:19:06
1.24425e+18,8.41777e+17,2020-03-29T13:01:02Z,dhemaji police announced reward policemen catch person violating novel covid19 home protocols district,0.3612,Pos,2020-03-29,07:37:50
1.24437e+18,7.85487e+17,2020-03-29T21:09:24Z,supposed leader free world global pandemic clear see priorities lie isnt,0.7096,Pos,2020-03-29,14:03:45
1.24418e+18,19825835.0,2020-03-29T08:45:46Z,need look difficult times new guidance brilliant alliance prioritises mental health,0.3182,Pos,2020-03-29,05:04:50
1.24426e+18,253868844.0,2020-03-29T13:30:44Z,cant quarantine states soooo dont spend time mandating companies produce supplies correct thing decision made one way another shortly approx 9 months still alive,0.3818,Pos,2020-03-29,07:54:21
1.24439e+18,9.30618e+17,2020-03-29T22:40:03Z,u safe home alot us red zone putting lives line save others amp tired,0.4939,Pos,2020-03-29,15:13:12
1.24437e+18,47674600.0,2020-03-29T20:56:21Z,every major city state needs parade first responders essential workers also increase pay,0.2263,Pos,2020-03-29,13:54:45
1.24425e+18,1.11795e+18,2020-03-29T13:23:27Z,yesi heard leaders including invented term china virusas long china turned untrustworthy dealing life threatening issuesa viruses emanated still far combating scientists dont defect easily divulge,-0.5267,Neg,2020-03-29,07:50:24
1.24434e+18,53966325.0,2020-03-29T19:19:43Z,years come tell bore honest coming generations c19 end days crisis programmed garmin evidence lengths went sustain human race welcome,0.0516,Pos,2020-03-29,12:31:50
1.24436e+18,135395091.0,2020-03-29T20:44:39Z,concentrate florida ever growing coronavirus fact state 21 million tested 43316 tested monday retest messed incompetent president governor senator fl deserves better,-0.2263,Neg,2020-03-29,13:44:26
1.24436e+18,9.38533e+17,2020-03-29T20:24:15Z,support katherine signing must act deliver copy officials last delivered delegate clark senator bailey,0.4019,Pos,2020-03-29,13:25:44
1.2443e+18,110637360.0,2020-03-29T16:18:15Z,big amp man always put anything else always front always covered amp first sir big fan,0.3182,Pos,2020-03-29,10:07:13
1.24426e+18,1.18549e+18,2020-03-29T14:06:31Z,read lot news tweets regarding usa coronavirus lately think wasting time battling arguing nonsense shit time need little bit higher degree actionability stead democratic,-0.9201,Neg,2020-03-29,08:12:11
1.24406e+18,455346913.0,2020-03-29T00:24:02Z,ugh 700 new jersey police officers test positive coronavirus via,0.2023,Pos,2020-03-29,00:12:31
1.24406e+18,1.23293e+18,2020-03-29T00:33:24Z,top 10 pa ses con casos de hoy 1 19225 casos 2 8189 3 6824 4 5974 5 4611 6 3076 7 2556 8 1850 9 1704 1 0 1159,0.2023,Pos,2020-03-29,00:17:44
1.24435e+18,1.22486e+18,2020-03-29T19:40:33Z,struggling pandemic lack control causes anxiety things focus help anxiety together win,0.0,Neu,2020-03-29,12:49:09
1.24423e+18,1.1986e+18,2020-03-29T11:46:54Z,positive news discharges today mumbai 14 pune 15 nagpur 01 aurangabad 01 yavatmal 03 34 people discharged respective hospitals active cases 155,0.8442,Pos,2020-03-29,06:55:29
1.24427e+18,21766998.0,2020-03-29T14:15:12Z,cms announced granting exceptions reporting requirements amp extensions clinicians participating medicare quality reporting programs wrespect upcoming measure reporting amp data submission,0.3182,Pos,2020-03-29,08:17:05
1.24434e+18,2552546485.0,2020-03-29T18:50:35Z,chinese authorities say 3281 people died across china due coronavirus,-0.5574,Neg,2020-03-29,12:05:00
1.24429e+18,54976480.0,2020-03-29T15:49:02Z,hell people still look good selves crisis honestly havent styled hair put makeup form normal clothes ages look mess,-0.743,Neg,2020-03-29,09:32:22
1.24436e+18,1.033e+18,2020-03-29T20:31:07Z,smallest bit donation go long way help people depend every day earnings survival bit,0.4019,Pos,2020-03-29,13:32:15
1.24434e+18,97709356.0,2020-03-29T19:05:54Z,found channel called jama network toronto doctor commenting chloroquinehydroxychloroquine amp azithromycin,0.0,Neu,2020-03-29,12:20:00
1.24421e+18,2899302327.0,2020-03-29T10:20:45Z,breaking osun state government announces total lock second confirmation case state page 36 reducing fake news nigeria,-0.4767,Neg,2020-03-29,05:55:35
1.24418e+18,307049468.0,2020-03-29T08:15:33Z,could intentional conspiracy theorists really lot valid points,-0.5267,Neg,2020-03-29,04:43:18
1.24434e+18,3921962656.0,2020-03-29T19:05:29Z,poem written 7 year old daughter,0.0,Neu,2020-03-29,12:19:38
1.2442e+18,1.20728e+18,2020-03-29T09:38:30Z,see humansbut humanity,0.0,Neu,2020-03-29,05:30:00
1.24437e+18,51670985.0,2020-03-29T20:49:43Z,prepares lock 30 million people curb capital surrounding areas may put quarantine officials conduct drills limiting movement jakarta post,0.0,Neu,2020-03-29,13:48:56
1.24422e+18,8.41604e+17,2020-03-29T11:18:46Z,employees raised rs 20 crore initial contribution fund fight menace airports authority india,-0.6705,Neg,2020-03-29,06:36:35
1.24432e+18,2321197453.0,2020-03-29T17:41:10Z,trump administration downplayed seriousness despite warnings since january gave nearly 18 tons key medical supplies including ventilators,0.1749,Pos,2020-03-29,11:14:32
1.24415e+18,547904132.0,2020-03-29T06:19:38Z,main thing stay awake russian ministry health yekaterinburg sverdlovskaya oblast russia,0.0,Neu,2020-03-29,03:21:35
1.24434e+18,185157292.0,2020-03-29T18:50:13Z,wasnt thousands innocent people dying every day pandemic would great opportunity natural selection run course,0.8108,Pos,2020-03-29,12:04:42
1.24433e+18,4785835960.0,2020-03-29T18:45:01Z,due unprecedented situation made additional adjustments booking policies give extra peace mind flexibility future stays book us,0.7096,Pos,2020-03-29,12:01:05
1.24436e+18,546760278.0,2020-03-29T20:28:09Z,guy legend,0.0,Neu,2020-03-29,13:29:35
1.24431e+18,242801378.0,2020-03-29T17:15:54Z,im one soo interested president say 7pm good thing tho sm pressure yielded result,0.5267,Pos,2020-03-29,10:56:28
1.24439e+18,14439437.0,2020-03-29T22:36:36Z,deserve treated better keeping composure among absolute worst treatment pushing answers,-0.296,Neg,2020-03-29,15:10:39
1.24431e+18,252751061.0,2020-03-29T17:20:09Z,air pollution declines europe people stay home stem spread red concentrations nitrogen dioxide satellite images,0.0,Neu,2020-03-29,11:00:00
1.24435e+18,1066558244.0,2020-03-29T20:02:27Z,ok see also propaganda agent fool say live england,-0.4019,Neg,2020-03-29,13:06:35
1.2443e+18,420331466.0,2020-03-29T16:35:39Z,front line staff need paid line exposure life threatening disease appropriate,-0.5267,Neg,2020-03-29,10:22:41
1.24418e+18,184907381.0,2020-03-29T08:24:49Z,knows goes behind scenes lies regs get solve trying alt wire signal luckily org provides access explain secure data spaces need gov response illuminating,0.5719,Pos,2020-03-29,04:50:26
1.24427e+18,2659600959.0,2020-03-29T14:28:27Z,turns initially spread positive source visiting estranged children,0.5574,Pos,2020-03-29,08:24:40
1.24427e+18,1573359360.0,2020-03-29T14:46:30Z,come didnt hit russia amp north korea staunch ally china hand south korea united kingdom italy spain asia severely hit come wuhan suddenly free deadly virus,0.743,Pos,2020-03-29,08:34:29
1.24435e+18,85583894.0,2020-03-29T19:41:37Z,maria mercader journalist three decades died today go absolve responsibility blame journalists gleeful utter callousness amp cruelty marco rubio,-0.5859,Neg,2020-03-29,12:50:04
1.24417e+18,7.01865e+17,2020-03-29T07:33:38Z,coronavirus stocks backed underlying scientific evidence supporting range treatment strategies coronavirus patients infected covid19 cydy regn gild mdna nnvc cocp bixt ino vxrt nvax,-0.0516,Neg,2020-03-29,04:11:53
1.24405e+18,1183987591.0,2020-03-29T00:08:57Z,preparing whenif corner australia officially implements bubble approach,0.0,Neu,2020-03-29,00:04:12
1.24439e+18,870014358.0,2020-03-29T22:09:32Z,ask producers numbers right side screens could include closed cases hospitalized ventilators thanks,0.4404,Pos,2020-03-29,14:47:40
1.24429e+18,4913320595.0,2020-03-29T15:36:31Z,music gothsicles remix cat hall angeles,0.0,Neu,2020-03-29,09:16:10
1.2442e+18,3473411475.0,2020-03-29T09:37:44Z,clearly gove dodging question independent nation participating scheme giving us increased access ventilators save lives,0.8402,Pos,2020-03-29,05:29:42
1.24411e+18,2586229357.0,2020-03-29T04:03:29Z,avoid direct contact sick people wash hands every 20 mins yoga amp meditation everyday least 1hour follow guidelines issued amp government fight,-0.7964,Neg,2020-03-29,02:07:16
1.24414e+18,62762183.0,2020-03-29T05:53:00Z,pandemic adversely affect sectors economy immediate effect lockdown form demand crunch writes moinak mitra,-0.3182,Neg,2020-03-29,03:05:01
1.24438e+18,85349150.0,2020-03-29T22:02:53Z,obviously medicine neither ceos corporate worshippers potus must use different gloves facemasks different patients keep spread complications,-0.1511,Neg,2020-03-29,14:42:10
1.24433e+18,59502223.0,2020-03-29T18:43:48Z,pretty funny usage seen,0.7269,Pos,2020-03-29,12:00:32
1.24418e+18,1.04026e+18,2020-03-29T08:31:08Z,interested get touch,0.4019,Pos,2020-03-29,04:56:00
1.24419e+18,1.24356e+18,2020-03-29T09:02:57Z,update southern la county reports 6 new deaths 344 new cases,0.0,Neu,2020-03-29,05:14:39
1.24411e+18,295500555.0,2020-03-29T04:08:20Z,must lose faith humanity humanity ocean drops ocean dirty ocean become dirty,-0.6908,Neg,2020-03-29,02:09:40
1.24435e+18,574796987.0,2020-03-29T19:30:12Z,new many legal policy measures response launching new briefing featuring key public health law experts cut hype check starting week,-0.1531,Neg,2020-03-29,12:41:00
1.24423e+18,65481914.0,2020-03-29T11:30:52Z,questions meanwhile volunteer support local,0.4019,Pos,2020-03-29,06:45:13
1.24431e+18,328251136.0,2020-03-29T17:06:40Z,reaching people take covid19 seriously stay home healthcare workers sacrificing life take care people think immune covid19 think covid19 target anyone please stay home,0.7783,Pos,2020-03-29,10:49:05
1.24415e+18,137460214.0,2020-03-29T06:49:50Z,help slow spread identify risk cases sooner selfreporting symptoms daily even feel well download app,0.4019,Pos,2020-03-29,03:41:15
1.24422e+18,18071358.0,2020-03-29T11:23:49Z,karnataka state cricket association donates rs 1 crore help fight,0.0258,Pos,2020-03-29,06:40:07
1.24433e+18,14700316.0,2020-03-29T18:44:06Z,germans stay home homeless double blow people living streets,0.0,Neu,2020-03-29,12:00:38
1.24436e+18,18493702.0,2020-03-29T20:30:26Z,stayathome order close businesses list affected,-0.1531,Neg,2020-03-29,13:31:32
1.2441e+18,23164592.0,2020-03-29T03:21:59Z,store keith saunders worked oshawa 48yearold bowmanville man died wednesday night posted oshawa facebook page late tonight store reopen 10 sunday thinking employees,-0.5574,Neg,2020-03-29,01:44:50
1.24411e+18,7.74422e+17,2020-03-29T04:08:00Z,slowing experts track data see whether shelter place working san francisco chronicle via,0.0,Neu,2020-03-29,02:09:32
1.24423e+18,239091818.0,2020-03-29T11:49:46Z,wash hands frequently im cooking bacon every slice added pan im convinced cook bacon well stop pandemic,0.3818,Pos,2020-03-29,06:57:22
1.2444e+18,466409652.0,2020-03-29T23:24:00Z,involved culinary arts 11 yo made tonight,0.0,Neu,2020-03-29,15:45:22
1.2443e+18,9.7913e+17,2020-03-29T16:34:26Z,totally uninformed shipped supplies early february spread knew almost nothing dems criticizing trump stopping traffic china didnt declare 30 days,0.0635,Pos,2020-03-29,10:21:32
1.24427e+18,17290000.0,2020-03-29T14:31:49Z,trump knew january nothing march make america sick,-0.5106,Neg,2020-03-29,08:26:34
1.24408e+18,322211867.0,2020-03-29T02:05:21Z,89 cases march 1 today passed 120000,0.0,Neu,2020-03-29,01:07:00
1.24416e+18,299687643.0,2020-03-29T06:52:52Z,corona virus song,0.0,Neu,2020-03-29,03:43:15
1.24433e+18,149639362.0,2020-03-29T18:30:26Z,read pwcs summary daily government economic responses,0.0,Neu,2020-03-29,11:51:28
1.2444e+18,9.38533e+17,2020-03-29T22:47:40Z,support merritt signing must act deliver copy officials last delivered representative daley senator leach,0.4019,Pos,2020-03-29,15:18:47
1.24435e+18,1118373505.0,2020-03-29T20:03:00Z,dear stay homedont travel across continent put small communities risk suit selfpreserving mentality goes citydwellers want travel cottage country well actions grave downstream impact,0.0772,Pos,2020-03-29,13:07:02
1.24423e+18,8.27944e+17,2020-03-29T11:54:23Z,erm yep need unicorn appear,0.296,Pos,2020-03-29,07:00:02
1.24429e+18,9.54258e+17,2020-03-29T16:00:31Z,nigeria serve,0.0,Neu,2020-03-29,09:50:42
1.24435e+18,102178991.0,2020-03-29T20:04:48Z,decided would first book tbr piledefinitely good choice,0.4404,Pos,2020-03-29,13:08:30
1.24419e+18,9.73563e+17,2020-03-29T09:03:31Z,wanna greater good,0.6597,Pos,2020-03-29,05:15:00
1.24436e+18,8.31955e+17,2020-03-29T20:16:53Z,sir since lockdown effective markets close food eat worsen case power holding company charge badagry refuses supply us light sir want start campaign,0.0258,Pos,2020-03-29,13:18:45
1.2441e+18,8.27474e+17,2020-03-29T02:54:40Z,well done educated peoples india kill kill loveone prove human extra smart still thinking harmful us,-0.765,Neg,2020-03-29,01:31:19
1.24418e+18,150819421.0,2020-03-29T08:39:18Z,one thing noticed lot politicians journalists amp experts know video conferencing well amount half chopped heads looking nostrilsthe sky unbelievable postion camera correctly guys,0.4404,Pos,2020-03-29,05:01:12
1.2444e+18,1.23572e+18,2020-03-29T23:06:08Z,anyone spare anything lost job cause covid19 need buy dog cat food pay rent really need help,0.0717,Pos,2020-03-29,15:33:47
1.24434e+18,1679854087.0,2020-03-29T18:50:37Z,buddy sent scary stuff,-0.4939,Neg,2020-03-29,12:05:02
1.24429e+18,1.01985e+18,2020-03-29T16:03:46Z,akwaibom right dey like another country earth niggas still things like pandemic attack,-0.128,Neg,2020-03-29,09:55:21
1.24431e+18,482496044.0,2020-03-29T16:54:21Z,creating model c4d,0.296,Pos,2020-03-29,10:38:24
1.2444e+18,26122086.0,2020-03-29T23:16:41Z,pleaae help us stimulus checks run add depression executive order pause mortgage rent utilities loans 60 days give us americans chance stay home hope help us,0.6808,Pos,2020-03-29,15:41:50
1.24437e+18,8.12362e+17,2020-03-29T20:55:20Z,despicable ratings dont approval allow companies charge ad buys trump thinks money ventilators ppe,-0.4973,Neg,2020-03-29,13:53:55
